2.643393576145172119e-01,-1.140500456094741821e-01,-2.083354592323303223e-01,-1.198462247848510742e-01,2.083846926689147949e-02,-1.860604733228683472e-01,-1.814061105251312256e-01,-1.479176431894302368e-01,-2.638462185859680176e-01,-1.828956156969070435e-01,2.232150733470916748e-01,2.821014821529388428e-01,2.397998869419097900e-01,6.471428275108337402e-02,1.896166503429412842e-01,-2.410236001014709473e-01,8.973354101181030273e-02,-4.042387008666992188e-03,1.380015909671783447e-01,2.028577923774719238e-01,-1.273151189088821411e-01,-1.478343605995178223e-01,-8.918267488479614258e-02,8.236417174339294434e-02,1.057723164558410645e-02
-1.887990087270736694e-01,1.954546272754669189e-01,-1.679094135761260986e-01,1.063797175884246826e-01,-3.953927755355834961e-02,-2.023958563804626465e-01,-4.489400982856750488e-02,-4.588234424591064453e-02,-2.589161992073059082e-01,1.078379154205322266e-02,1.029975414276123047e-01,-2.669667899608612061e-01,2.514972984790802002e-01,-7.836036384105682373e-02,-3.912925720214843750e-03,-1.856865584850311279e-01,2.744975388050079346e-01,4.528731107711791992e-03,1.855027973651885986e-01,-8.549620211124420166e-02,2.499918639659881592e-01,1.839172840118408203e-02,-1.233163625001907349e-01,-2.268900573253631592e-01,1.988944411277770996e-01
7.429718971252441406e-03,-5.249410867691040039e-01,-1.473629176616668701e-01,-1.069023981690406799e-01,1.294534355401992798e-01,-3.495965600013732910e-01,3.027934432029724121e-01,-1.108514815568923950e-01,2.121649384498596191e-01,8.693902939558029175e-02,3.709327578544616699e-01,-1.185921281576156616e-01,-5.453835427761077881e-02,4.234755337238311768e-01,4.866701960563659668e-01,-2.411985695362091064e-01,-1.162126958370208740e-01,-3.425006866455078125e-01,1.676028072834014893e-01,-4.072269797325134277e-02,1.344313919544219971e-01,-2.047480940818786621e-01,-3.386876285076141357e-01,-5.229850411415100098e-01,-3.753682076930999756e-01
1.136502623558044434e-02,-2.409357875585556030e-01,2.440816164016723633e-02,-2.544128596782684326e-01,2.044033817946910858e-02,2.625463902950286865e-01,-6.462620198726654053e-02,2.346878349781036377e-01,1.020304560661315918e-01,6.110795587301254272e-02,-1.948725879192352295e-01,2.235469520092010498e-01,5.868157744407653809e-02,-2.531993985176086426e-01,-1.296982318162918091e-01,-2.554476261138916016e-02,7.763496041297912598e-02,-1.938847750425338745e-01,2.727318406105041504e-01,1.386135816574096680e-01,1.237554848194122314e-01,-1.432215049862861633e-02,2.283436954021453857e-01,2.261298745870590210e-01,6.377290189266204834e-02
-2.452472597360610962e-01,-4.152211546897888184e-02,8.298006653785705566e-02,-1.815154403448104858e-02,1.430650055408477783e-02,-2.333653569221496582e-01,4.371654987335205078e-01,9.140545129776000977e-02,1.656553149223327637e-01,6.345628947019577026e-02,3.120738565921783447e-01,-2.291919887065887451e-01,-2.222537696361541748e-01,4.414213597774505615e-01,2.935259640216827393e-01,-8.286450058221817017e-02,-2.430499643087387085e-01,3.877294657286256552e-04,3.414509892463684082e-01,-2.141176760196685791e-01,-1.454670578241348267e-01,-3.498718142509460449e-01,-2.280245572328567505e-01,-3.158853352069854736e-01,-2.806783914566040039e-01
5.878657102584838867e-02,4.920386150479316711e-02,-8.655196428298950195e-02,9.104634821414947510e-02,-1.653053462505340576e-01,2.729597128927707672e-02,-1.658689379692077637e-01,1.358697116374969482e-01,-1.630357503890991211e-01,-2.104820609092712402e-01,-2.391447424888610840e-01,3.494884371757507324e-01,-3.539115190505981445e-02,-1.603359937667846680e+00,4.199618473649024963e-02,-1.075516194105148315e-01,4.843738675117492676e-02,4.583088681101799011e-02,-3.926395475864410400e-01,-9.688259661197662354e-02,1.001484096050262451e-01,2.952582240104675293e-01,3.947488963603973389e-01,5.615072846412658691e-01,6.644108295440673828e-01
8.683222532272338867e-02,-6.694112718105316162e-02,-2.266168743371963501e-01,2.133872210979461670e-01,-1.667510867118835449e-01,4.662507772445678711e-02,-1.612276136875152588e-01,-1.117881536483764648e-01,-2.595094740390777588e-01,-1.046995222568511963e-01,2.713927626609802246e-02,-1.023688912391662598e-02,-2.313246428966522217e-01,2.571583092212677002e-01,-2.227879166603088379e-01,3.329724073410034180e-03,2.419747412204742432e-01,-1.735487282276153564e-01,1.341572701930999756e-01,2.188885509967803955e-01,4.917290806770324707e-02,-2.547031641006469727e-02,5.360338091850280762e-02,-2.420350015163421631e-01,5.068033933639526367e-02
-2.293597906827926636e-01,2.879807054996490479e-01,-5.780315399169921875e-02,-1.347415894269943237e-01,1.506224125623703003e-01,3.978976011276245117e-01,-2.937531471252441406e-01,1.487052142620086670e-01,-1.061256974935531616e-01,2.568290233612060547e-01,-1.961301118135452271e-01,2.825083583593368530e-02,-2.076340615749359131e-01,-2.844946086406707764e-01,-2.138285338878631592e-01,-2.841472327709197998e-01,-1.699113547801971436e-01,3.915383517742156982e-01,-1.981829553842544556e-01,-1.090726256370544434e-02,-1.956021785736083984e-01,3.902297616004943848e-01,3.657296597957611084e-01,2.243674099445343018e-01,7.729639112949371338e-02
1.132555305957794189e-01,1.738518029451370239e-01,-5.273427069187164307e-02,1.330200135707855225e-01,3.655111417174339294e-02,5.136030316352844238e-01,-5.827882327139377594e-03,-7.644197344779968262e-02,1.768961548805236816e-02,-8.017414808273315430e-02,-2.342324554920196533e-01,3.102105855941772461e-01,-1.258602738380432129e-01,2.416503801941871643e-02,-9.324838407337665558e-03,1.578767448663711548e-01,1.743284165859222412e-01,3.758710920810699463e-01,-3.036358859390020370e-03,1.743966639041900635e-01,2.430790364742279053e-01,2.096407115459442139e-01,3.473783731460571289e-01,1.745574027299880981e-01,9.195549041032791138e-02
-1.835817694664001465e-01,-1.418561041355133057e-01,2.172658741474151611e-01,-1.679834425449371338e-01,1.358710136264562607e-02,-3.250424563884735107e-01,1.829331517219543457e-01,-2.288349419832229614e-01,-1.222058385610580444e-01,-1.389999538660049438e-01,4.290071427822113037e-01,-9.988744556903839111e-02,9.702792763710021973e-02,2.431963533163070679e-01,3.599209785461425781e-01,8.429675549268722534e-02,6.509065628051757812e-02,1.129073798656463623e-01,3.987452387809753418e-01,-2.032238841056823730e-01,-4.852059483528137207e-02,-2.985906600952148438e-02,5.914800614118576050e-02,-2.123562246561050415e-01,-2.304736822843551636e-01
